lat_bin,lon_bin,observed_incidents
41.725,-87.585,1791
41.835,-87.62,1789
41.89,-87.775,1789
41.99,-87.67,1786
41.795,-87.685,1785
41.93,-87.79,1777
41.935,-87.76,1777
41.84,-87.615,1773
41.78,-87.59,1770
41.96,-87.725,1769
41.965,-87.725,1767
41.93,-87.67,1763
41.83,-87.64,1762
41.825,-87.64,1761
41.79,-87.78,1760
41.94,-87.735,1759
41.835,-87.725,1752
41.93,-87.77,1752
41.945,-87.77,1752
41.725,-87.6,1751
41.735,-87.58,1750
41.96,-87.765,1750
42.0,-87.705,1750
41.995,-87.665,1744
41.94,-87.775,1741
41.695,-87.65,1735
41.97,-87.665,1735
41.785,-87.71,1730
41.945,-87.71,1730
41.735,-87.57,1728
41.825,-87.67,1728
41.92,-87.74,1727
41.89,-87.655,1726
41.84,-87.635,1723
41.975,-87.84,1723
42.02,-87.69,1722
41.75,-87.71,1719
41.775,-87.57,1719
41.785,-87.725,1719
41.825,-87.705,1718
41.685,-87.645,1716
41.695,-87.615,1715
41.825,-87.69,1715
41.775,-87.71,1714
41.95,-87.755,1713
41.74,-87.55,1710
41.865,-87.645,1709
41.955,-87.775,1709
41.96,-87.675,1709
41.915,-87.75,1707
41.86,-87.645,1699
42.01,-87.68,1695
41.89,-87.68,1694
41.8,-87.695,1693
41.95,-87.745,1693
41.935,-87.665,1691
41.7,-87.535,1689
41.875,-87.66,1686
41.815,-87.645,1685
41.7,-87.61,1684
41.735,-87.615,1684
41.815,-87.725,1680
41.7,-87.605,1673
41.725,-87.615,1670
41.79,-87.63,1670
41.84,-87.735,1669
41.935,-87.695,1669
41.71,-87.61,1665
41.705,-87.64,1664
41.73,-87.635,1664
41.725,-87.57,1660
41.825,-87.7,1659
41.88,-87.66,1659
41.925,-87.73,1659
41.685,-87.67,1658
41.89,-87.67,1657
41.88,-87.715,1654
41.95,-87.7,1653
41.745,-87.62,1651
41.72,-87.565,1649
41.855,-87.645,1647
41.795,-87.76,1643
41.89,-87.675,1640
41.89,-87.615,1636
41.955,-87.675,1629
41.985,-87.71,1627
41.72,-87.65,1626
41.72,-87.58,1625
41.73,-87.61,1623
41.745,-87.67,1623
41.95,-87.75,1623
41.71,-87.635,1621
41.76,-87.68,1620
41.95,-87.765,1617
41.775,-87.625,1615
41.755,-87.62,1613
41.975,-87.845,1611
41.99,-87.69,1610
41.74,-87.66,1609
41.825,-87.685,1603
41.81,-87.725,1596
41.65,-87.545,1590
41.775,-87.725,1589
41.85,-87.62,1587
41.99,-87.7,1584
42.0,-87.675,1584
41.75,-87.705,1578
41.795,-87.755,1576
41.74,-87.72,1572
41.8,-87.735,1570
41.975,-87.695,1569
41.93,-87.665,1565
41.96,-87.76,1565
41.955,-87.735,1563
41.785,-87.735,1562
41.975,-87.675,1562
41.715,-87.63,1560
41.725,-87.64,1559
41.725,-87.645,1556
41.795,-87.605,1551
41.77,-87.58,1550
41.99,-87.705,1547
41.945,-87.685,1544
41.755,-87.72,1540
41.865,-87.62,1539
41.93,-87.795,1538
41.9,-87.62,1536
41.97,-87.74,1533
41.975,-87.7,1531
41.905,-87.625,1528
41.795,-87.71,1526
41.86,-87.65,1526
41.82,-87.705,1525
41.93,-87.695,1525
41.805,-87.74,1523
41.725,-87.56,1518
41.965,-87.685,1517
41.95,-87.675,1516
41.75,-87.715,1512
41.925,-87.675,1512
41.69,-87.68,1511
41.935,-87.7,1510
41.78,-87.735,1509
41.83,-87.635,1509
41.795,-87.595,1508
41.72,-87.68,1505
42.005,-87.68,1505
41.83,-87.65,1504
41.8,-87.7,1502
41.735,-87.62,1501
41.945,-87.675,1500
41.7,-87.54,1499
41.94,-87.785,1498
41.915,-87.645,1497
41.755,-87.63,1496
41.765,-87.715,1490
41.945,-87.68,1490
41.96,-87.645,1490
41.94,-87.805,1489
41.955,-87.77,1485
41.725,-87.62,1477
41.745,-87.685,1477
41.975,-87.71,1477
41.98,-87.84,1475
41.66,-87.6,1469
41.75,-87.7,1468
41.955,-87.69,1464
41.945,-87.7,1460
41.945,-87.755,1459
41.98,-87.805,1453
41.72,-87.585,1451
41.925,-87.635,1449
41.85,-87.67,1446
41.715,-87.64,1444
41.725,-87.635,1441
41.695,-87.635,1435
41.955,-87.78,1433
41.705,-87.56,1431
41.94,-87.78,1431
41.97,-87.77,1430
41.875,-87.65,1429
41.945,-87.805,1429
41.93,-87.66,1428
41.785,-87.74,1427
41.895,-87.735,1423
41.835,-87.64,1422
41.95,-87.72,1421
41.78,-87.77,1414
41.995,-87.785,1412
41.79,-87.715,1409
41.955,-87.79,1409
41.965,-87.68,1407
41.785,-87.6,1405
41.695,-87.605,1404
41.7,-87.65,1403
41.8,-87.74,1402
42.01,-87.7,1402
41.79,-87.735,1401
41.95,-87.76,1398
41.86,-87.62,1395
41.915,-87.765,1395
41.995,-87.71,1395
41.665,-87.635,1393
41.795,-87.68,1393
41.94,-87.74,1392
41.985,-87.69,1390
41.91,-87.74,1387
41.81,-87.64,1385
41.81,-87.74,1384
41.925,-87.78,1382
41.73,-87.565,1379
41.965,-87.76,1376
41.745,-87.695,1371
41.79,-87.71,1371
41.87,-87.635,1370
41.885,-87.615,1370
41.72,-87.55,1367
41.785,-87.715,1366
41.775,-87.73,1365
41.755,-87.59,1361
41.845,-87.64,1358
41.835,-87.72,1355
41.795,-87.6,1350
41.845,-87.685,1348
41.97,-87.685,1348
41.97,-87.76,1341
41.715,-87.625,1340
41.91,-87.805,1340
41.93,-87.805,1340
42.02,-87.685,1340
41.73,-87.56,1339
41.975,-87.65,1337
41.66,-87.64,1335
41.8,-87.635,1335
41.715,-87.56,1334
41.785,-87.59,1334
41.95,-87.805,1332
41.69,-87.605,1328
41.8,-87.68,1325
41.695,-87.66,1323
41.98,-87.77,1321
42.005,-87.69,1314
41.775,-87.72,1308
41.955,-87.765,1306
41.695,-87.645,1305
42.01,-87.685,1305
41.925,-87.805,1302
41.95,-87.73,1302
41.76,-87.71,1298
41.975,-87.765,1297
41.775,-87.58,1293
41.79,-87.72,1293
41.77,-87.705,1291
41.945,-87.775,1291
41.795,-87.77,1290
41.72,-87.54,1289
41.965,-87.675,1288
41.66,-87.615,1287
41.9,-87.66,1286
41.76,-87.695,1285
41.74,-87.67,1283
41.74,-87.575,1282
41.73,-87.63,1281
41.725,-87.565,1280
41.935,-87.805,1279
41.96,-87.685,1279
41.935,-87.79,1278
41.705,-87.53,1277
41.71,-87.56,1276
41.935,-87.74,1275
41.865,-87.65,1273
41.82,-87.665,1270
41.73,-87.6,1269
41.805,-87.635,1267
41.935,-87.69,1267
41.98,-87.845,1267
41.765,-87.705,1264
41.915,-87.785,1264
41.785,-87.73,1262
41.78,-87.775,1257
41.835,-87.73,1255
41.745,-87.63,1251
41.66,-87.605,1250
41.7,-87.64,1250
41.795,-87.735,1250
41.83,-87.695,1250
41.685,-87.61,1245
41.875,-87.665,1244
41.795,-87.73,1241
41.97,-87.775,1241
41.85,-87.615,1240
41.685,-87.665,1238
41.925,-87.8,1238
41.705,-87.68,1237
41.775,-87.715,1234
41.76,-87.7,1233
41.72,-87.64,1232
41.68,-87.615,1231
41.855,-87.64,1230
41.97,-87.745,1230
41.83,-87.665,1229
41.95,-87.77,1229
41.965,-87.765,1229
41.77,-87.72,1228
41.955,-87.685,1228
41.945,-87.78,1227
41.735,-87.635,1223
41.785,-87.63,1217
41.8,-87.71,1216
41.83,-87.605,1214
41.93,-87.8,1209
41.74,-87.7,1208
41.835,-87.625,1207
41.91,-87.625,1206
41.935,-87.735,1205
41.96,-87.735,1205
41.745,-87.58,1203
41.795,-87.765,1202
41.79,-87.6,1198
41.96,-87.665,1197
41.97,-87.755,1197
41.86,-87.64,1195
41.975,-87.77,1190
41.65,-87.615,1182
41.935,-87.635,1179
41.705,-87.67,1178
41.735,-87.595,1175
41.74,-87.675,1174
41.95,-87.69,1174
41.705,-87.6,1173
41.875,-87.655,1172
41.975,-87.75,1170
41.98,-87.665,1170
41.81,-87.72,1168
41.735,-87.565,1166
41.77,-87.565,1165
41.955,-87.785,1162
41.94,-87.79,1160
41.955,-87.755,1160
41.74,-87.715,1158
41.8,-87.75,1158
41.75,-87.74,1153
41.755,-87.71,1152
41.71,-87.57,1150
41.99,-87.675,1141
41.655,-87.55,1139
41.7,-87.635,1139
41.835,-87.68,1139
41.755,-87.595,1136
41.765,-87.7,1136
41.97,-87.735,1135
41.725,-87.55,1134
41.965,-87.74,1134
41.975,-87.685,1131
41.99,-87.68,1130
41.77,-87.605,1128
41.66,-87.645,1125
41.69,-87.645,1125
41.785,-87.72,1121
41.74,-87.59,1120
41.8,-87.61,1119
41.72,-87.56,1115
41.985,-87.77,1115
41.745,-87.72,1114
41.835,-87.67,1111
41.845,-87.635,1110
41.925,-87.68,1108
41.78,-87.785,1107
41.945,-87.74,1105
41.67,-87.645,1103
41.95,-87.775,1102
41.77,-87.73,1101
41.96,-87.775,1099
41.77,-87.715,1098
41.74,-87.61,1095
41.795,-87.58,1091
41.665,-87.63,1089
41.95,-87.78,1088
41.71,-87.655,1081
41.91,-87.785,1080
41.79,-87.59,1079
41.825,-87.675,1079
41.81,-87.59,1077
41.73,-87.615,1076
41.66,-87.635,1075
41.945,-87.785,1075
41.775,-87.765,1074
41.795,-87.72,1067
41.95,-87.685,1067
41.98,-87.7,1067
41.715,-87.62,1066
41.775,-87.76,1066
41.855,-87.69,1061
41.915,-87.76,1061
41.75,-87.69,1058
41.865,-87.775,1057
41.68,-87.655,1054
41.7,-87.67,1054
41.82,-87.635,1054
41.715,-87.66,1053
41.945,-87.8,1051
41.74,-87.57,1049
41.665,-87.62,1047
41.725,-87.555,1046
41.745,-87.69,1045
41.665,-87.625,1043
41.975,-87.73,1040
41.73,-87.625,1039
41.775,-87.74,1039
41.695,-87.68,1038
41.715,-87.55,1038
41.96,-87.785,1036
41.87,-87.775,1034
41.775,-87.62,1033
41.825,-87.71,1029
41.725,-87.65,1027
41.84,-87.695,1027
41.69,-87.7,1025
41.94,-87.815,1024
41.95,-87.68,1024
41.73,-87.57,1023
41.835,-87.675,1023
41.805,-87.595,1021
41.74,-87.71,1020
41.825,-87.645,1018
42.005,-87.695,1015
41.715,-87.635,1014
41.795,-87.715,1014
41.9,-87.74,1012
41.68,-87.67,1008
41.87,-87.74,1008
41.96,-87.66,1007
41.83,-87.69,1005
41.905,-87.7,1003
41.96,-87.78,1002
41.695,-87.54,1001
41.87,-87.77,1000
41.98,-87.68,998
41.99,-87.71,997
41.755,-87.73,991
41.71,-87.54,990
41.94,-87.795,988
41.7,-87.66,986
41.74,-87.615,986
41.94,-87.82,983
41.965,-87.695,983
41.835,-87.635,982
41.68,-87.68,981
41.935,-87.795,979
41.75,-87.695,972
41.835,-87.685,970
41.76,-87.705,969
41.85,-87.64,968
41.95,-87.8,965
41.95,-87.785,965
41.815,-87.71,963
41.825,-87.665,963
41.865,-87.675,961
41.98,-87.835,957
41.705,-87.7,956
41.885,-87.69,953
41.905,-87.705,953
41.98,-87.715,951
41.73,-87.62,949
41.965,-87.775,947
41.77,-87.595,944
41.79,-87.595,943
41.815,-87.595,943
41.935,-87.685,943
41.725,-87.59,941
41.745,-87.705,941
41.74,-87.705,936
41.72,-87.6,935
41.73,-87.59,929
41.98,-87.765,929
41.865,-87.615,928
41.695,-87.665,925
41.975,-87.76,924
41.91,-87.79,923
41.935,-87.78,922
41.735,-87.6,921
41.77,-87.695,921
41.935,-87.675,920
41.975,-87.755,918
41.8,-87.72,915
41.73,-87.575,914
41.925,-87.79,913
41.905,-87.66,910
41.7,-87.53,909
41.75,-87.725,907
41.7,-87.68,906
41.79,-87.73,905
41.805,-87.75,905
41.79,-87.8,903
41.955,-87.74,903
41.72,-87.67,899
41.965,-87.78,899
41.735,-87.705,898
41.69,-87.54,897
41.96,-87.77,897
41.97,-87.75,896
41.73,-87.645,895
41.77,-87.7,889
41.835,-87.735,889
41.865,-87.77,889
41.795,-87.74,888
41.945,-87.64,887
41.965,-87.77,886
41.97,-87.78,886
41.71,-87.58,885
41.715,-87.65,883
41.795,-87.775,882
41.96,-87.745,879
41.985,-87.775,878
41.74,-87.625,868
41.805,-87.63,868
41.705,-87.66,867
41.87,-87.67,867
41.845,-87.735,866
41.775,-87.755,865
41.74,-87.62,862
41.87,-87.675,862
41.835,-87.715,861
41.98,-87.775,858
41.94,-87.695,856
41.985,-87.78,854
41.915,-87.74,853
41.835,-87.63,848
41.975,-87.78,847
41.94,-87.81,844
42.005,-87.685,843
41.79,-87.79,839
41.74,-87.73,838
41.78,-87.79,837
41.78,-87.78,837
41.67,-87.65,836
41.745,-87.71,832
41.945,-87.815,826
41.8,-87.715,822
41.935,-87.8,820
41.98,-87.675,819
41.845,-87.615,818
42.005,-87.7,817
41.895,-87.645,816
41.86,-87.675,812
41.69,-87.715,809
41.71,-87.605,809
41.95,-87.74,808
41.99,-87.78,806
41.7,-87.525,805
41.69,-87.705,803
41.745,-87.715,802
41.865,-87.63,802
41.79,-87.795,800
41.755,-87.685,799
41.695,-87.67,796
41.805,-87.65,796
41.85,-87.665,793
41.87,-87.69,792
41.88,-87.62,790
41.85,-87.645,786
41.81,-87.73,782
41.845,-87.69,780
41.72,-87.555,779
41.725,-87.58,775
41.945,-87.81,772
41.715,-87.68,771
41.79,-87.775,771
41.95,-87.725,770
41.685,-87.72,769
41.975,-87.705,767
41.745,-87.675,766
41.79,-87.785,766
41.915,-87.795,765
41.75,-87.73,764
41.825,-87.68,763
41.715,-87.6,762
41.975,-87.805,762
41.71,-87.66,758
41.74,-87.695,751
41.915,-87.665,751
41.73,-87.58,750
41.805,-87.735,749
41.9,-87.655,746
41.72,-87.675,744
41.95,-87.835,743
41.94,-87.8,740
41.695,-87.535,739
41.845,-87.655,739
41.965,-87.755,739
41.755,-87.7,737
41.87,-87.75,737
41.75,-87.735,731
41.945,-87.79,730
41.945,-87.795,728
41.8,-87.755,727
41.94,-87.825,722
41.84,-87.665,721
41.695,-87.7,717
41.99,-87.715,717
41.975,-87.89,715
41.78,-87.625,713
41.82,-87.64,705
41.945,-87.82,705
41.68,-87.675,700
41.72,-87.605,700
41.865,-87.67,699
41.92,-87.8,699
41.7,-87.7,698
41.81,-87.655,695
41.74,-87.735,694
41.795,-87.78,692
42.0,-87.815,690
41.975,-87.79,689
41.7,-87.655,687
41.745,-87.74,686
41.755,-87.705,684
41.745,-87.64,682
41.92,-87.805,682
41.66,-87.55,679
41.71,-87.68,678
41.695,-87.595,673
41.805,-87.68,673
41.785,-87.77,672
41.975,-87.725,672
41.9,-87.65,671
41.715,-87.615,669
41.825,-87.65,666
41.95,-87.81,665
41.96,-87.695,665
41.685,-87.68,664
41.755,-87.715,662
41.965,-87.745,661
41.775,-87.775,659
41.8,-87.76,658
41.745,-87.73,657
41.965,-87.7,656
41.69,-87.685,655
41.675,-87.66,654
41.975,-87.81,653
41.775,-87.77,652
41.775,-87.795,651
41.875,-87.62,650
41.87,-87.765,647
41.91,-87.795,646
41.715,-87.54,643
41.96,-87.74,643
41.65,-87.525,642
41.99,-87.685,642
41.79,-87.77,641
42.025,-87.67,641
41.92,-87.79,638
41.895,-87.74,637
41.67,-87.655,635
41.95,-87.735,635
41.84,-87.7,633
41.915,-87.8,630
41.79,-87.68,626
41.94,-87.83,626
41.775,-87.78,625
41.86,-87.63,625
41.655,-87.54,624
41.695,-87.53,623
41.785,-87.765,620
41.975,-87.775,617
41.715,-87.59,615
41.905,-87.655,615
41.915,-87.805,609
42.005,-87.82,607
41.92,-87.63,605
41.975,-87.835,603
41.69,-87.675,602
41.985,-87.675,602
41.865,-87.765,601
41.995,-87.805,601
41.77,-87.735,599
41.835,-87.66,597
41.93,-87.73,597
42.015,-87.695,596
41.74,-87.69,595
41.66,-87.555,593
41.74,-87.725,593
41.745,-87.735,593
41.845,-87.66,592
41.99,-87.75,591
41.8,-87.64,588
42.015,-87.705,587
41.74,-87.74,586
42.025,-87.675,582
41.79,-87.765,580
41.805,-87.715,580
41.87,-87.755,580
41.68,-87.65,579
41.695,-87.685,578
41.975,-87.785,578
41.995,-87.72,578
41.715,-87.665,576
41.98,-87.8,576
41.95,-87.795,571
41.99,-87.775,571
41.89,-87.7,570
41.715,-87.67,568
41.975,-87.72,567
41.985,-87.705,566
41.795,-87.79,565
41.87,-87.645,563
41.7,-87.545,561
41.915,-87.79,561
41.95,-87.815,560
41.805,-87.6,559
41.845,-87.65,559
41.645,-87.615,558
41.975,-87.735,554
41.95,-87.83,553
41.76,-87.715,552
41.835,-87.705,551
41.655,-87.59,550
41.89,-87.69,545
41.65,-87.54,544
41.745,-87.725,544
41.75,-87.68,542
41.97,-87.785,542
41.98,-87.79,539
41.775,-87.79,538
41.945,-87.83,538
41.965,-87.64,536
41.705,-87.715,533
41.985,-87.73,533
41.775,-87.565,530
41.785,-87.78,529
41.945,-87.825,529
41.93,-87.635,528
41.985,-87.785,524
41.99,-87.785,524
41.775,-87.735,522
41.84,-87.61,522
41.995,-87.79,522
41.71,-87.665,521
41.98,-87.76,520
41.995,-87.725,520
41.83,-87.66,519
41.915,-87.77,518
41.69,-87.71,517
42.01,-87.705,517
41.79,-87.58,516
41.785,-87.775,514
41.98,-87.78,514
41.995,-87.73,514
41.715,-87.575,512
41.7,-87.685,510
41.75,-87.545,509
41.8,-87.765,508
42.005,-87.815,508
41.995,-87.8,505
41.685,-87.535,504
41.77,-87.74,504
41.965,-87.645,503
42.0,-87.81,495
41.795,-87.785,494
41.98,-87.795,494
41.99,-87.815,493
41.735,-87.72,492
41.745,-87.68,490
41.79,-87.61,490
41.795,-87.8,490
41.785,-87.585,489
41.915,-87.66,486
41.975,-87.795,486
41.66,-87.595,484
41.99,-87.79,482
41.695,-87.525,481
41.735,-87.715,481
41.99,-87.795,481
41.78,-87.76,480
41.955,-87.66,476
41.65,-87.61,473
41.795,-87.795,467
41.705,-87.665,466
41.865,-87.69,466
41.845,-87.68,464
41.79,-87.585,462
41.85,-87.74,461
41.715,-87.595,459
41.98,-87.81,458
41.965,-87.835,455
41.765,-87.71,451
41.945,-87.835,451
41.86,-87.685,446
41.7,-87.665,444
41.985,-87.765,444
41.775,-87.785,443
42.005,-87.705,443
41.715,-87.555,441
41.725,-87.68,441
41.91,-87.8,439
41.685,-87.675,438
41.715,-87.675,438
41.78,-87.755,437
41.805,-87.69,437
41.82,-87.725,436
41.705,-87.72,435
41.86,-87.68,435
42.0,-87.805,435
41.695,-87.705,432
41.985,-87.83,432
41.995,-87.735,427
41.83,-87.655,426
41.99,-87.73,426
41.915,-87.78,424
41.835,-87.61,423
41.81,-87.715,422
41.815,-87.73,422
41.935,-87.81,418
41.975,-87.74,418
41.69,-87.69,416
41.94,-87.835,416
41.985,-87.84,416
41.735,-87.73,415
41.975,-87.8,415
41.965,-87.785,412
41.955,-87.8,411
41.99,-87.72,411
41.765,-87.725,409
42.015,-87.7,409
41.735,-87.695,408
41.815,-87.74,408
41.98,-87.885,408
41.705,-87.685,407
41.715,-87.605,407
41.785,-87.785,406
41.98,-87.82,404
41.775,-87.745,403
41.985,-87.835,403
41.865,-87.745,401
41.995,-87.795,401
41.995,-87.75,400
41.98,-87.785,398
41.775,-87.75,397
41.685,-87.605,396
41.86,-87.69,395
41.965,-87.75,394
42.005,-87.81,393
41.995,-87.81,391
41.695,-87.675,390
41.98,-87.755,390
41.785,-87.79,389
41.795,-87.75,389
41.685,-87.705,388
41.7,-87.675,388
41.785,-87.8,387
41.87,-87.65,387
41.68,-87.54,386
41.785,-87.795,386
41.84,-87.685,386
41.85,-87.66,385
41.945,-87.695,382
41.98,-87.685,380
41.77,-87.71,377
41.82,-87.645,376
41.7,-87.71,372
41.99,-87.735,372
41.73,-87.67,371
41.83,-87.705,371
41.71,-87.675,368
41.92,-87.795,368
41.735,-87.74,366
41.735,-87.735,362
41.89,-87.74,361
41.985,-87.74,359
41.65,-87.535,358
41.81,-87.735,356
41.685,-87.685,354
41.97,-87.805,354
41.71,-87.69,353
41.735,-87.69,353
41.865,-87.68,351
41.98,-87.75,347
41.99,-87.745,347
42.02,-87.695,347
41.985,-87.72,344
41.705,-87.525,342
41.995,-87.765,342
41.69,-87.6,340
41.725,-87.675,336
41.66,-87.545,335
41.68,-87.685,334
42.01,-87.81,329
41.665,-87.555,328
41.665,-87.645,327
41.955,-87.795,327
41.66,-87.61,325
41.78,-87.575,324
41.81,-87.68,324
41.695,-87.71,322
41.735,-87.7,322
41.98,-87.815,322
41.935,-87.815,321
42.0,-87.795,321
41.73,-87.68,320
41.74,-87.595,320
41.685,-87.71,319
41.7,-87.72,319
41.725,-87.67,319
42.0,-87.765,317
41.675,-87.655,315
41.99,-87.81,314
42.01,-87.71,312
41.665,-87.56,311
41.705,-87.705,311
41.705,-87.675,311
42.0,-87.71,311
41.71,-87.67,310
41.97,-87.845,309
41.735,-87.725,308
41.99,-87.805,308
41.985,-87.805,306
41.71,-87.555,303
41.725,-87.535,302
41.735,-87.675,302
41.8,-87.77,301
41.7,-87.705,300
41.655,-87.535,299
41.725,-87.54,298
41.71,-87.595,297
42.02,-87.7,294
41.985,-87.81,291
41.87,-87.76,290
41.66,-87.56,289
41.835,-87.695,289
41.965,-87.84,289
42.0,-87.79,289
41.995,-87.815,288
41.865,-87.61,287
41.805,-87.64,286
41.985,-87.8,286
42.005,-87.71,286
41.995,-87.755,284
41.985,-87.795,283
41.99,-87.8,282
41.715,-87.53,277
41.985,-87.745,277
41.69,-87.53,275
41.76,-87.74,271
41.96,-87.635,270
41.73,-87.675,269
41.76,-87.72,268
41.825,-87.6,268
41.78,-87.745,266
41.8,-87.775,266
41.805,-87.695,266
42.005,-87.765,265
41.68,-87.665,260
41.69,-87.695,260
41.975,-87.82,259
41.955,-87.805,257
41.975,-87.745,256
41.7,-87.715,255
41.97,-87.79,255
41.99,-87.74,252
41.955,-87.835,250
41.655,-87.555,249
41.695,-87.715,249
41.705,-87.71,249
41.83,-87.7,249
41.81,-87.65,247
41.72,-87.61,246
41.645,-87.54,245
42.01,-87.82,243
41.71,-87.685,242
41.775,-87.8,242
41.985,-87.82,242
41.995,-87.78,242
42.01,-87.785,241
41.675,-87.6,239
41.915,-87.63,238
41.835,-87.71,235
41.995,-87.76,234
42.0,-87.8,232
41.705,-87.555,230
41.8,-87.58,230
41.71,-87.53,228
41.815,-87.66,227
41.695,-87.6,226
41.695,-87.545,225
41.825,-87.66,225
42.005,-87.78,225
41.995,-87.82,223
41.88,-87.615,222
41.97,-87.645,222
41.795,-87.745,221
41.975,-87.9,220
41.955,-87.815,218
42.0,-87.82,217
42.01,-87.805,216
41.68,-87.535,215
42.015,-87.805,214
41.705,-87.69,213
41.99,-87.82,213
41.725,-87.545,211
42.02,-87.705,211
41.785,-87.68,210
41.835,-87.7,210
41.675,-87.645,209
42.01,-87.815,209
41.825,-87.715,207
41.975,-87.815,206
41.985,-87.88,205
41.95,-87.79,204
41.955,-87.695,204
41.97,-87.795,204
41.89,-87.735,203
42.01,-87.78,203
41.955,-87.81,201
41.65,-87.56,200
41.89,-87.73,200
41.695,-87.69,196
42.015,-87.815,196
41.695,-87.695,195
41.95,-87.82,195
41.71,-87.585,194
41.8,-87.78,194
41.98,-87.705,194
41.74,-87.63,193
41.8,-87.79,192
41.865,-87.74,192
42.0,-87.655,192
41.685,-87.7,191
41.65,-87.55,190
41.795,-87.61,190
41.995,-87.74,188
41.78,-87.75,186
42.005,-87.775,186
41.815,-87.75,185
42.01,-87.775,185
41.97,-87.84,184
41.97,-87.8,184
42.015,-87.81,184
41.925,-87.63,182
41.99,-87.725,181
41.78,-87.795,179
41.86,-87.7,179
42.0,-87.76,178
41.8,-87.785,177
41.86,-87.635,176
41.985,-87.815,176
41.67,-87.66,174
41.695,-87.72,172
41.87,-87.62,172
41.71,-87.55,171
41.82,-87.65,171
41.86,-87.615,171
41.805,-87.71,170
41.815,-87.675,170
41.74,-87.54,169
41.65,-87.605,168
41.8,-87.795,167
41.69,-87.72,166
41.7,-87.69,156
41.72,-87.59,156
41.83,-87.725,155
41.755,-87.725,154
41.68,-87.71,151
41.685,-87.715,150
41.96,-87.84,149
41.99,-87.755,149
41.685,-87.54,148
41.645,-87.545,146
41.655,-87.62,145
41.985,-87.735,145
41.76,-87.55,144
41.79,-87.76,144
41.785,-87.76,143
41.86,-87.74,142
41.865,-87.76,142
41.66,-87.54,140
41.805,-87.58,139
42.015,-87.82,137
41.78,-87.8,136
41.995,-87.745,136
41.985,-87.825,135
41.71,-87.72,134
41.875,-87.77,131
41.94,-87.635,131
41.95,-87.825,131
41.845,-87.665,130
41.74,-87.635,129
41.685,-87.69,128
41.98,-87.825,128
41.985,-87.845,128
41.815,-87.715,126
41.755,-87.695,125
41.78,-87.58,125
41.82,-87.745,125
41.98,-87.735,125
42.005,-87.77,124
41.715,-87.69,122
41.715,-87.685,122
41.975,-87.825,122
41.815,-87.655,121
41.995,-87.88,118
42.02,-87.81,118
41.735,-87.68,117
41.755,-87.68,117
42.0,-87.77,117
41.865,-87.75,116
41.845,-87.675,115
41.68,-87.705,114
41.705,-87.695,113
41.985,-87.75,113
41.685,-87.725,110
41.84,-87.675,110
41.82,-87.655,108
41.96,-87.64,106
41.815,-87.735,105
41.67,-87.615,104
41.985,-87.76,104
41.675,-87.665,103
41.875,-87.615,101
41.99,-87.77,101
41.7,-87.695,97
41.825,-87.655,97
41.84,-87.69,96
41.685,-87.53,95
41.805,-87.755,94
41.81,-87.755,94
41.815,-87.72,93
41.975,-87.88,89
41.65,-87.595,88
41.975,-87.83,88
41.715,-87.61,87
41.865,-87.635,87
42.005,-87.805,86
41.695,-87.56,85
41.975,-87.865,85
41.665,-87.55,80
41.675,-87.605,80
41.83,-87.73,80
41.975,-87.645,80
42.015,-87.71,80
41.815,-87.65,78
41.705,-87.595,77
41.825,-87.73,76
41.805,-87.7,75
41.675,-87.65,74
41.65,-87.62,72
41.665,-87.54,72
41.675,-87.67,72
41.825,-87.725,72
41.875,-87.775,72
41.985,-87.725,72
41.74,-87.685,71
41.845,-87.74,71
41.82,-87.66,69
41.86,-87.61,68
41.965,-87.845,68
41.705,-87.585,67
41.96,-87.835,67
41.785,-87.58,66
41.95,-87.695,66
42.02,-87.815,66
41.83,-87.735,65
41.67,-87.54,64
41.715,-87.715,64
41.895,-87.605,64
42.005,-87.76,63
41.665,-87.615,62
41.755,-87.735,62
41.82,-87.73,62
41.66,-87.585,60
41.705,-87.545,59
41.865,-87.755,59
41.975,-87.875,59
41.815,-87.68,58
41.83,-87.715,57
41.785,-87.745,56
41.8,-87.8,55
41.98,-87.83,55
42.02,-87.805,54
41.65,-87.6,51
41.98,-87.73,51
41.66,-87.58,50
41.735,-87.685,50
41.66,-87.59,49
41.685,-87.6,49
41.665,-87.59,47
41.7,-87.595,47
41.755,-87.69,47
42.015,-87.78,46
41.675,-87.54,45
41.67,-87.575,44
41.68,-87.61,44
41.96,-87.845,44
41.755,-87.545,43
41.85,-87.655,43
41.99,-87.765,43
42.0,-87.775,43
41.69,-87.56,41
41.735,-87.71,41
41.76,-87.735,41
41.845,-87.67,41
41.96,-87.795,41
41.96,-87.79,41
41.67,-87.545,40
41.73,-87.54,40
41.855,-87.615,39
41.89,-87.605,39
41.975,-87.895,39
41.675,-87.68,38
41.69,-87.525,38
41.685,-87.56,37
41.72,-87.53,37
42.02,-87.82,37
41.715,-87.545,36
42.025,-87.665,36
41.675,-87.675,35
41.82,-87.71,35
41.965,-87.88,35
41.675,-87.575,34
41.97,-87.82,34
41.985,-87.885,34
41.96,-87.885,33
41.765,-87.74,32
41.84,-87.67,32
41.895,-87.61,32
41.995,-87.77,32
41.68,-87.56,31
41.915,-87.625,31
41.82,-87.715,30
41.87,-87.615,30
42.0,-87.755,30
42.02,-87.71,30
